Hit	DB	Accession	Description	Organism	Length	Score(Bits)	Identities(%)	Positives(%)	E()
357	TR	A0AAD6XL01	S-adenosylmethionine synthase OS=Mycena belliarum OX=1033014 GN=B0H15DRAFT_846498 PE=3 SV=1	Mycena belliarum	392	1528	76.5	87.3	0.0
358	TR	A0AAE0JMY1	S-adenosylmethionine synthase OS=Neurospora tetraspora OX=94610 GN=B0H65DRAFT_437576 PE=3 SV=1	Neurospora tetraspora	395	1528	76.9	86.1	0.0
359	TR	A0A165G1P3	S-adenosylmethionine synthase OS=Laetiporus sulphureus 93-53 OX=1314785 GN=LAESUDRAFT_722676 PE=3 SV=1	Laetiporus sulphureus 93-53	393	1528	75.5	87.9	0.0
360	TR	A0A061HHR6	S-adenosylmethionine synthase OS=Blumeria graminis f. sp. tritici 96224 OX=1268274 GN=BGT96224_744 PE=3 SV=1	Blumeria graminis f. sp. tritici 96224	395	1528	75.6	86.1	0.0
361	TR	A0A2I2FH30	S-adenosylmethionine synthase OS=Aspergillus candidus OX=41067 GN=BDW47DRAFT_101965 PE=3 SV=1	Aspergillus candidus	390	1528	76.1	86.4	0.0
362	TR	A0A9X9QDS5	S-adenosylmethionine synthase OS=Blumeria graminis f. sp. tritici OX=62690 GN=BGT96224V316_LOCUS5005 PE=3 SV=1	Blumeria graminis f. sp. tritici	395	1528	75.6	86.1	0.0
363	TR	A0A9W4GGX4	S-adenosylmethionine synthase OS=Blumeria graminis f. sp. triticale OX=1689686 GN=BGTH12_LOCUS4658 PE=3 SV=1	Blumeria graminis f. sp. triticale	395	1528	75.6	86.1	0.0
364	TR	A0A8T9B2F4	S-adenosylmethionine synthase OS=Lachnellula arida OX=1316785 GN=eth-1 PE=3 SV=1	Lachnellula arida	395	1527	75.8	86.8	0.0
365	TR	A0A022W4K6	S-adenosylmethionine synthase OS=Trichophyton rubrum CBS 288.86 OX=1215330 GN=H103_03901 PE=3 SV=1	Trichophyton rubrum CBS 288.86	390	1527	76.1	86.6	0.0
366	TR	A0A178EYB3	S-adenosylmethionine synthase OS=Trichophyton rubrum OX=5551 GN=A7C99_4222 PE=3 SV=1	Trichophyton rubrum	390	1527	76.1	86.6	0.0
367	TR	A0A8H4R1F7	S-adenosylmethionine synthase OS=Cudoniella acicularis OX=354080 GN=G7Y89_g14733 PE=3 SV=1	Cudoniella acicularis	392	1527	76.3	86.8	0.0
368	TR	A0A9P6CQU0	S-adenosylmethionine synthase OS=Collybia nuda OX=64659 GN=BDZ94DRAFT_376602 PE=3 SV=1	Collybia nuda	393	1527	75.7	87.9	0.0
369	TR	A0A2I1DCJ6	S-adenosylmethionine synthase OS=Aspergillus campestris (strain IBT 28561) OX=1392248 GN=P168DRAFT_324978 PE=3 SV=1	Aspergillus campestris (strain IBT 28561)	390	1527	75.9	86.4	0.0
370	TR	A0A8H8UYA6	S-adenosylmethionine synthase OS=Orbilia oligospora OX=2813651 GN=SAM2_1 PE=3 SV=1	Orbilia oligospora	391	1527	75.7	86.8	0.0
371	TR	A0AAE0TUE0	S-adenosylmethionine synthase OS=Recurvomyces mirabilis OX=574656 GN=SAM2 PE=3 SV=1	Recurvomyces mirabilis	391	1527	75.7	86.5	0.0
372	TR	W6ZKF3	S-adenosylmethionine synthase OS=Bipolaris oryzae ATCC 44560 OX=930090 GN=COCMIDRAFT_34514 PE=3 SV=1	Bipolaris oryzae ATCC 44560	390	1527	76.8	86.0	0.0
373	TR	A0A4Y7SY96	S-adenosylmethionine synthase OS=Coprinellus micaceus OX=71717 GN=FA13DRAFT_1667733 PE=3 SV=1	Coprinellus micaceus	393	1527	76.8	87.1	0.0
374	TR	A0A9P4WLE8	S-adenosylmethionine synthase OS=Didymella heteroderae OX=1769908 GN=ETH1 PE=3 SV=1	Didymella heteroderae	395	1527	77.5	85.7	0.0
375	TR	A0A2L2TUV8	S-adenosylmethionine synthase OS=Fusarium venenatum OX=56646 PE=3 SV=1	Fusarium venenatum	402	1527	76.1	86.6	0.0
376	TR	A0A4Z1I043	S-adenosylmethionine synthase OS=Botryotinia convoluta OX=54673 GN=BCON_0099g00020 PE=3 SV=1	Botryotinia convoluta	395	1527	76.6	86.3	0.0
377	TR	A0A179H219	S-adenosylmethionine synthase OS=Purpureocillium lilacinum OX=33203 GN=PCL_07516 PE=3 SV=1	Purpureocillium lilacinum	399	1527	76.6	86.6	0.0
378	TR	A0A6G1MG20	S-adenosylmethionine synthase OS=Orbilia oligospora OX=2813651 GN=SAM2_1 PE=3 SV=1	Orbilia oligospora	391	1527	75.7	86.8	0.0
379	TR	A0A135LCT7	S-adenosylmethionine synthase OS=Penicillium patulum OX=5078 GN=PGRI_035320 PE=3 SV=1	Penicillium patulum	387	1527	75.6	86.1	0.0
380	TR	C5PCM1	S-adenosylmethionine synthase OS=Coccidioides posadasii (strain C735) OX=222929 GN=CPC735_014270 PE=3 SV=1	Coccidioides posadasii (strain C735)	392	1527	76.8	86.6	0.0
381	TR	A0A6A6RZJ5	S-adenosylmethionine synthase OS=Massarina eburnea CBS 473.64 OX=1395130 GN=P280DRAFT_469924 PE=3 SV=1	Massarina eburnea CBS 473.64	385	1527	76.8	85.2	0.0
382	TR	A0A8H8TY77	S-adenosylmethionine synthase OS=Lachnellula hyalina OX=1316788 GN=eth-1 PE=3 SV=1	Lachnellula hyalina	395	1527	75.8	86.8	0.0
383	TR	A0A9N9LUB7	S-adenosylmethionine synthase OS=Hymenoscyphus albidus OX=595503 GN=HYALB_00012746 PE=3 SV=1	Hymenoscyphus albidus	394	1527	76.3	86.3	0.0
384	TR	A0A0J6FEJ6	S-adenosylmethionine synthase OS=Coccidioides posadasii RMSCC 3488 OX=454284 GN=CPAG_07884 PE=3 SV=1	Coccidioides posadasii RMSCC 3488	392	1527	76.8	86.6	0.0
385	TR	W7EJL2	S-adenosylmethionine synthase OS=Bipolaris victoriae (strain FI3) OX=930091 GN=COCVIDRAFT_36757 PE=3 SV=1	Bipolaris victoriae (strain FI3)	390	1527	76.8	86.0	0.0
386	TR	W6YDS0	S-adenosylmethionine synthase OS=Cochliobolus carbonum (strain 26-R-13) OX=930089 GN=COCCADRAFT_89907 PE=3 SV=1	Cochliobolus carbonum (strain 26-R-13)	390	1527	76.8	86.0	0.0
387	TR	A0A0C9Y485	S-adenosylmethionine synthase OS=Laccaria amethystina LaAM-08-1 OX=1095629 GN=K443DRAFT_672271 PE=3 SV=1	Laccaria amethystina LaAM-08-1	393	1527	76.0	87.9	0.0
388	TR	A0A022XU54	S-adenosylmethionine synthase OS=Trichophyton soudanense CBS 452.61 OX=1215331 GN=H105_03914 PE=3 SV=1	Trichophyton soudanense CBS 452.61	390	1527	76.1	86.6	0.0
389	TR	A0A178FCQ1	S-adenosylmethionine synthase OS=Trichophyton violaceum OX=34388 GN=A7D00_5308 PE=3 SV=1	Trichophyton violaceum	390	1527	76.1	86.6	0.0
390	TR	M2S848	S-adenosylmethionine synthase OS=Cochliobolus sativus (strain ND90Pr / ATCC 201652) OX=665912 GN=COCSADRAFT_118440 PE=3 SV=1	Cochliobolus sativus (strain ND90Pr / ATCC 201652)	390	1527	76.8	86.0	0.0
391	TR	R0K5B4	S-adenosylmethionine synthase OS=Exserohilum turcicum (strain 28A) OX=671987 GN=SETTUDRAFT_164872 PE=3 SV=1	Exserohilum turcicum (strain 28A)	390	1526	76.5	86.0	0.0
392	TR	A0A067SRM7	S-adenosylmethionine synthase OS=Galerina marginata (strain CBS 339.88) OX=685588 GN=GALMADRAFT_251343 PE=3 SV=1	Galerina marginata (strain CBS 339.88)	393	1526	76.0	87.1	0.0
393	TR	A0A507AMB5	S-adenosylmethionine synthase OS=Thyridium curvatum OX=1093900 GN=E0L32_009733 PE=3 SV=1	Thyridium curvatum	401	1526	76.6	86.4	0.0
394	TR	A0A0F7TQ76	S-adenosylmethionine synthase OS=Penicillium brasilianum OX=104259 GN=PMG11_07539 PE=3 SV=1	Penicillium brasilianum	390	1526	75.3	86.1	0.0
395	TR	A0A1S9RY76	S-adenosylmethionine synthase OS=Penicillium brasilianum OX=104259 GN=PEBR_04057 PE=3 SV=1	Penicillium brasilianum	390	1526	75.3	86.1	0.0
396	TR	A0A7D8YTN6	S-adenosylmethionine synthase OS=Lachnellula cervina OX=1316786 GN=eth-1 PE=3 SV=1	Lachnellula cervina	395	1526	75.8	86.8	0.0
397	TR	A0A9P4MN73	S-adenosylmethionine synthase OS=Myriangium duriaei CBS 260.36 OX=1168546 GN=K461DRAFT_221098 PE=3 SV=1	Myriangium duriaei CBS 260.36	390	1526	76.8	86.0	0.0
398	TR	A0A3A2ZE78	S-adenosylmethionine synthase OS=Aspergillus sclerotialis OX=2070753 GN=PHISCL_10030 PE=3 SV=1	Aspergillus sclerotialis	390	1526	75.3	86.6	0.0
399	TR	A0A8A1M5C0	S-adenosylmethionine synthase OS=Ajellomyces capsulatus OX=5037 GN=I7I51_05639 PE=3 SV=1	Ajellomyces capsulatus	390	1526	75.5	86.3	0.0
400	TR	A0A9W9LJ04	S-adenosylmethionine synthase OS=Penicillium canariense OX=189055 GN=N7482_007326 PE=3 SV=1	Penicillium canariense	390	1526	76.3	86.3	0.0
401	TR	A0A8H5TGR0	S-adenosylmethionine synthase OS=Fusarium heterosporum OX=42747 GN=FHETE_4981 PE=3 SV=1	Fusarium heterosporum	403	1526	76.1	86.6	0.0
402	TR	A0A8H8CYH3	S-adenosylmethionine synthase OS=Histoplasma ohiense (nom. inval.) OX=2902605 GN=I7I48_11413 PE=3 SV=1	Histoplasma ohiense (nom. inval.)	390	1526	75.5	86.3	0.0
403	TR	A0A0C2Z6I1	S-adenosylmethionine synthase OS=Hebeloma cylindrosporum OX=76867 GN=M413DRAFT_437972 PE=3 SV=1	Hebeloma cylindrosporum	393	1526	76.7	87.0	0.0
404	TR	A0A8K0VQQ4	S-adenosylmethionine synthase OS=Ilyonectria sp. MPI-CAGE-AT-0026 OX=2824670 GN=BKA56DRAFT_626735 PE=3 SV=1	Ilyonectria sp. MPI-CAGE-AT-0026	405	1526	75.9	86.6	0.0
405	TR	U4LK92	S-adenosylmethionine synthase OS=Pyronema omphalodes (strain CBS 100304) OX=1076935 GN=PCON_12064 PE=3 SV=1	Pyronema omphalodes (strain CBS 100304)	387	1526	75.3	86.6	0.0
406	TR	A0A423VG41	S-adenosylmethionine synthase OS=Cytospora schulzeri OX=448051 GN=VMCG_10095 PE=3 SV=1	Cytospora schulzeri	396	1526	76.9	86.9	0.0
407	TR	A0A9Q8Z9W4	S-adenosylmethionine synthase OS=Curvularia clavata OX=95742 GN=yc1106_04828 PE=3 SV=1	Curvularia clavata	390	1526	77.0	85.8	0.0
408	TR	A6R1C1	S-adenosylmethionine synthase OS=Ajellomyces capsulatus (strain NAm1 / WU24) OX=2059318 GN=HCAG_03428 PE=3 SV=1	Ajellomyces capsulatus (strain NAm1 / WU24)	390	1526	75.5	86.3	0.0
409	TR	A0A9N9L5A4	S-adenosylmethionine synthase OS=Hymenoscyphus fraxineus OX=746836 GN=HYFRA_00012415 PE=3 SV=1	Hymenoscyphus fraxineus	394	1526	76.3	86.3	0.0
410	TR	A0A9P9PDD2	S-adenosylmethionine synthase OS=Cadophora sp. MPI-SDFR-AT-0126 OX=2138324 GN=BKA64DRAFT_646781 PE=3 SV=1	Cadophora sp. MPI-SDFR-AT-0126	392	1526	76.7	86.5	0.0
411	TR	A0A9P7YRP8	S-adenosylmethionine synthase OS=Amylocarpus encephaloides OX=45428 GN=BJ875DRAFT_367244 PE=3 SV=1	Amylocarpus encephaloides	393	1526	76.6	86.1	0.0
412	TR	A0AAD7BWW8	S-adenosylmethionine synthase OS=Roridomyces roridus OX=1738132 GN=FB45DRAFT_792112 PE=3 SV=1	Roridomyces roridus	392	1525	75.8	88.2	0.0
413	TR	A0A8H3TX68	S-adenosylmethionine synthase OS=Naganishia liquefaciens OX=104408 GN=NliqN6_4953 PE=3 SV=1	Naganishia liquefaciens	399	1525	76.4	86.9	0.0
414	TR	A0A8H6RH54	S-adenosylmethionine synthase OS=Pseudocercospora fuligena OX=685502 GN=HII31_07826 PE=3 SV=1	Pseudocercospora fuligena	395	1525	75.5	87.1	0.0
415	TR	A0A1B8B185	S-adenosylmethionine synthase OS=Fusarium poae OX=36050 GN=FPOA_00426 PE=3 SV=1	Fusarium poae	402	1525	76.1	86.6	0.0
416	TR	A0A067NZB1	S-adenosylmethionine synthase OS=Pleurotus ostreatus (strain PC15) OX=1137138 GN=PLEOSDRAFT_1052256 PE=3 SV=1	Pleurotus ostreatus (strain PC15)	384	1525	75.2	87.3	0.0
417	TR	K5Y3B0	S-adenosylmethionine synthase OS=Agaricus bisporus var. burnettii (strain JB137-S8 / ATCC MYA-4627 / FGSC 10392) OX=597362 GN=AGABI1DRAFT_111048 PE=3 SV=1	Agaricus bisporus var. burnettii (strain JB137-S8 / ATCC MYA-4627 / FGSC 10392)	393	1525	76.0	87.6	0.0
418	TR	A0A8J8W8A0	S-adenosylmethionine synthase OS=Penicillium ucsense OX=2839758 GN=PECM_004802 PE=3 SV=1	Penicillium ucsense	390	1525	75.8	85.5	0.0
419	TR	N4X3M4	S-adenosylmethionine synthase OS=Cochliobolus heterostrophus (strain C4 / ATCC 48331 / race T) OX=665024 GN=COCC4DRAFT_180289 PE=3 SV=1	Cochliobolus heterostrophus (strain C4 / ATCC 48331 / race T)	390	1525	76.8	86.0	0.0
420	TR	A0A7C8KQU8	S-adenosylmethionine synthase OS=Orbilia oligospora OX=2813651 GN=SAM2 PE=3 SV=1	Orbilia oligospora	391	1525	75.4	86.8	0.0
421	TR	A0AAW0CFR7	S-adenosylmethionine synthase OS=Favolaschia claudopus OX=2862362 GN=R3P38DRAFT_2903554 PE=3 SV=1	Favolaschia claudopus	392	1525	77.0	87.8	0.0
422	TR	W6Q278	S-adenosylmethionine synthase OS=Penicillium roqueforti (strain FM164) OX=1365484 GN=eth-1 PE=3 SV=1	Penicillium roqueforti (strain FM164)	387	1525	75.9	86.1	0.0
423	TR	U7PKC4	S-adenosylmethionine synthase OS=Sporothrix schenckii (strain ATCC 58251 / de Perez 2211183) OX=1391915 GN=HMPREF1624_07634 PE=3 SV=1	Sporothrix schenckii (strain ATCC 58251 / de Perez 2211183)	397	1525	76.2	86.6	0.0
424	TR	M2UD30	S-adenosylmethionine synthase OS=Cochliobolus heterostrophus (strain C5 / ATCC 48332 / race O) OX=701091 GN=COCHEDRAFT_1187718 PE=3 SV=1	Cochliobolus heterostrophus (strain C5 / ATCC 48332 / race O)	390	1525	76.8	86.0	0.0
425	TR	A0A2T2ZY88	S-adenosylmethionine synthase OS=Coniella lustricola OX=2025994 GN=BD289DRAFT_375470 PE=3 SV=1	Coniella lustricola	398	1525	76.6	87.1	0.0
426	TR	A0A9W7T1S3	S-adenosylmethionine synthase OS=Teratosphaeria destructans OX=418781 GN=Tdes44962_MAKER00075 PE=3 SV=1	Teratosphaeria destructans	392	1525	76.3	86.0	0.0
427	TR	A0A9P9JIL6	S-adenosylmethionine synthase OS=Dactylonectria estremocensis OX=1079267 GN=B0J13DRAFT_518201 PE=3 SV=1	Dactylonectria estremocensis	403	1525	76.3	87.1	0.0
428	TR	A0A8H7JEQ8	S-adenosylmethionine synthase OS=Ascochyta lentis OX=205686 GN=EKO04_001115 PE=3 SV=1	Ascochyta lentis	395	1525	77.0	85.8	0.0
429	TR	A0A8H7DXA8	S-adenosylmethionine synthase OS=Pleurotus ostreatus OX=5322 GN=SAM2 PE=3 SV=1	Pleurotus ostreatus	384	1525	75.2	87.3	0.0
430	TR	A0A0D0AXD2	S-adenosylmethionine synthase OS=Suillus luteus UH-Slu-Lm8-n1 OX=930992 GN=CY34DRAFT_800562 PE=3 SV=1	Suillus luteus UH-Slu-Lm8-n1	392	1525	76.3	87.6	0.0
431	TR	N1J682	S-adenosylmethionine synthase OS=Blumeria graminis f. sp. hordei (strain DH14) OX=546991 GN=BGHDH14_bgh00110 PE=3 SV=1	Blumeria graminis f. sp. hordei (strain DH14)	395	1524	75.3	86.1	0.0
432	TR	A0A4S8QVK9	S-adenosylmethionine synthase OS=Botrytis galanthina OX=278940 GN=BGAL_0218g00130 PE=3 SV=1	Botrytis galanthina	395	1524	76.3	86.3	0.0
433	TR	A0AAD2HM43	S-adenosylmethionine synthase OS=Mycena citricolor OX=2018698 GN=MYCIT1_LOCUS26616 PE=3 SV=1	Mycena citricolor	387	1524	76.0	87.6	0.0
434	TR	A0A9X0ADU7	S-adenosylmethionine synthase OS=Sclerotinia nivalis OX=352851 GN=OCU04_010096 PE=3 SV=1	Sclerotinia nivalis	392	1524	76.1	86.1	0.0
435	TR	A0A383UW84	S-adenosylmethionine synthase OS=Blumeria hordei OX=2867405 GN=BLGHR1_15378 PE=3 SV=1	Blumeria hordei	395	1524	75.3	86.1	0.0
436	TR	A0A0M9EZ87	S-adenosylmethionine synthase OS=Fusarium langsethiae OX=179993 GN=FLAG1_04561 PE=3 SV=1	Fusarium langsethiae	402	1524	76.1	86.4	0.0
437	TR	A0A4Z1JFG8	S-adenosylmethionine synthase OS=Botryotinia narcissicola OX=278944 GN=BOTNAR_0002g00750 PE=3 SV=1	Botryotinia narcissicola	395	1524	76.3	86.3	0.0
438	TR	A0A2C5Z396	S-adenosylmethionine synthase OS=Cordyceps sp. RAO-2017 OX=2004951 GN=CDD83_1407 PE=3 SV=1	Cordyceps sp. RAO-2017	398	1524	76.9	86.1	0.0
439	TR	A0A5C2SRX3	S-adenosylmethionine synthase OS=Lentinus tigrinus ALCF2SS1-6 OX=1328759 GN=L227DRAFT_539796 PE=3 SV=1	Lentinus tigrinus ALCF2SS1-6	396	1524	75.9	87.3	0.0
440	TR	A0A0C2FF28	S-adenosylmethionine synthase OS=Sporothrix brasiliensis 5110 OX=1398154 GN=SPBR_07246 PE=3 SV=1	Sporothrix brasiliensis 5110	397	1524	76.2	86.6	0.0
441	TR	A0A4Z1GHY2	S-adenosylmethionine synthase OS=Botrytis hyacinthi OX=278943 GN=BHYA_0238g00080 PE=3 SV=1	Botrytis hyacinthi	395	1524	76.3	86.3	0.0
442	TR	A0A7U2EQW5	S-adenosylmethionine synthase OS=Phaeosphaeria nodorum (strain SN15 / ATCC MYA-4574 / FGSC 10173) OX=321614 GN=JI435_097210 PE=3 SV=1	Phaeosphaeria nodorum (strain SN15 / ATCC MYA-4574 / FGSC 10173)	394	1524	77.0	86.2	0.0
443	TR	A0A9P5IR86	S-adenosylmethionine synthase OS=Botrytis byssoidea OX=139641 GN=EAE97_002485 PE=3 SV=1	Botrytis byssoidea	395	1524	76.3	86.3	0.0
444	TR	A0A2P7ZDB2	S-adenosylmethionine synthase OS=Elsinoe australis OX=40998 GN=B9Z65_5170 PE=3 SV=1	Elsinoe australis	394	1524	77.3	86.0	0.0
445	TR	A0A9W8MYL9	S-adenosylmethionine synthase OS=Agrocybe chaxingu OX=84603 GN=NLJ89_g2703 PE=3 SV=1	Agrocybe chaxingu	394	1524	76.2	86.8	0.0
446	TR	A0A4Z1JLR3	S-adenosylmethionine synthase OS=Botrytis elliptica OX=278938 GN=BELL_0278g00100 PE=3 SV=1	Botrytis elliptica	395	1524	76.3	86.3	0.0
447	TR	A0A9X0BYC4	S-adenosylmethionine synthase OS=Penicillium diatomitis OX=2819901 GN=N7539_004128 PE=3 SV=1	Penicillium diatomitis	390	1524	75.8	85.5	0.0
448	TR	A0A9W5YHR6	S-adenosylmethionine synthase OS=Aspergillus brasiliensis OX=319629 GN=AbraCBS73388_000319 PE=3 SV=1	Aspergillus brasiliensis	387	1524	74.7	87.1	0.0
449	TR	F0XHI5	S-adenosylmethionine synthase OS=Grosmannia clavigera (strain kw1407 / UAMH 11150) OX=655863 GN=CMQ_2767 PE=3 SV=1	Grosmannia clavigera (strain kw1407 / UAMH 11150)	399	1524	75.7	86.6	0.0
450	TR	A0A9P4YAS1	S-adenosylmethionine synthase OS=Cryphonectria parasitica (strain ATCC 38755 / EP155) OX=660469 GN=M406DRAFT_355226 PE=3 SV=1	Cryphonectria parasitica (strain ATCC 38755 / EP155)	398	1524	76.1	87.1	0.0
451	TR	A0A9W8Z1P7	S-adenosylmethionine synthase OS=Gnomoniopsis smithogilvyi OX=1191159 GN=SAM2 PE=3 SV=1	Gnomoniopsis smithogilvyi	435	1524	75.6	87.1	0.0
452	TR	A0A1Q5UPB4	S-adenosylmethionine synthase OS=Penicillium subrubescens OX=1316194 GN=PENSUB_14088 PE=3 SV=1	Penicillium subrubescens	390	1523	75.3	85.8	0.0
453	TR	A0AAV9VQP3	S-adenosylmethionine synthase OS=Orbilia blumenaviensis OX=1796055 GN=SAM2 PE=3 SV=1	Orbilia blumenaviensis	391	1523	75.9	86.2	0.0
454	TR	A0A9Q9AVI3	S-adenosylmethionine synthase OS=Septoria linicola OX=215465 GN=Slin15195_G095280 PE=3 SV=1	Septoria linicola	395	1523	74.7	86.3	0.0
455	TR	A0A8H7EIE9	S-adenosylmethionine synthase OS=Alternaria burnsii OX=1187904 GN=GT037_001647 PE=3 SV=1	Alternaria burnsii	389	1523	76.8	85.5	0.0
456	TR	A0A4S2N8M9	S-adenosylmethionine synthase OS=Ascodesmis nigricans OX=341454 GN=EX30DRAFT_338035 PE=3 SV=1	Ascodesmis nigricans	386	1523	76.3	86.1	0.0
457	TR	A0AAD7K1U1	S-adenosylmethionine synthase OS=Mycena metata OX=1033252 GN=B0H16DRAFT_1509641 PE=3 SV=1	Mycena metata	392	1523	75.7	87.6	0.0
458	TR	A0A3D8SRC0	S-adenosylmethionine synthase OS=Coleophoma cylindrospora OX=1849047 GN=BP6252_00888 PE=3 SV=1	Coleophoma cylindrospora	394	1523	75.3	86.3	0.0
459	TR	T5A6G9	S-adenosylmethionine synthase OS=Ophiocordyceps sinensis (strain Co18 / CGMCC 3.14243) OX=911162 GN=OCS_06119 PE=3 SV=1	Ophiocordyceps sinensis (strain Co18 / CGMCC 3.14243)	398	1523	76.1	86.6	0.0
460	TR	A0A9P7JK27	S-adenosylmethionine synthase OS=Suillus subaureus OX=48587 GN=BJ212DRAFT_1309156 PE=3 SV=1	Suillus subaureus	432	1523	76.3	87.6	0.0
461	TR	A0A8H4LT78	S-adenosylmethionine synthase OS=Ophiocordyceps sinensis OX=72228 GN=G6O67_007001 PE=3 SV=1	Ophiocordyceps sinensis	398	1523	76.1	86.6	0.0
462	TR	A0A8K0QY10	S-adenosylmethionine synthase OS=Paraphoma chrysanthemicola OX=798071 GN=FB567DRAFT_553468 PE=3 SV=1	Paraphoma chrysanthemicola	396	1523	76.7	86.2	0.0
463	TR	A0A0F7S140	S-adenosylmethionine synthase OS=Sporisorium scitamineum OX=49012 GN=SSCI65690.1 PE=3 SV=1	Sporisorium scitamineum	389	1523	76.1	87.4	0.0
464	TR	A0A1X2HXX3	S-adenosylmethionine synthase OS=Absidia repens OX=90262 GN=BCR42DRAFT_428583 PE=3 SV=1	Absidia repens	383	1523	73.9	87.5	0.0
465	TR	A0AAD6NI54	S-adenosylmethionine synthase OS=Arthrobotrys dactyloides OX=74499 GN=Dda_6017 PE=3 SV=1	Arthrobotrys dactyloides	389	1523	76.1	86.7	0.0
466	TR	A0A060SPG4	S-adenosylmethionine synthase OS=Pycnoporus cinnabarinus OX=5643 GN=BN946_scf184781.g9 PE=3 SV=1	Pycnoporus cinnabarinus	396	1523	75.0	87.6	0.0
467	TR	A0A059JBZ9	S-adenosylmethionine synthase OS=Trichophyton interdigitale (strain MR816) OX=1215338 GN=H109_02799 PE=3 SV=1	Trichophyton interdigitale (strain MR816)	390	1523	75.8	86.6	0.0
468	TR	A0A4Z1ELT6	S-adenosylmethionine synthase OS=Botrytis tulipae OX=87230 GN=BTUL_0150g00230 PE=3 SV=1	Botrytis tulipae	395	1523	76.1	86.3	0.0
469	TR	A0AAV9HJ84	S-adenosylmethionine synthase OS=Cladorrhinum samala OX=585594 GN=QBC42DRAFT_180107 PE=3 SV=1	Cladorrhinum samala	406	1522	75.9	86.6	0.0
470	TR	A0A2S6BUI9	S-adenosylmethionine synthase OS=Cercospora berteroae OX=357750 GN=CBER1_06615 PE=3 SV=1	Cercospora berteroae	393	1522	74.7	86.6	0.0
471	TR	A0A8H7X5A5	S-adenosylmethionine synthase OS=Cadophora sp. M221 OX=2774352 GN=ETH1 PE=3 SV=1	Cadophora sp. M221	392	1522	77.0	86.2	0.0
472	TR	A0A0M8MIY8	S-adenosylmethionine synthase OS=Malassezia pachydermatis OX=77020 GN=Malapachy_0188 PE=3 SV=1	Malassezia pachydermatis	385	1522	75.0	87.6	0.0
473	TR	A0A8H4UTF1	S-adenosylmethionine synthase OS=Fusarium zealandicum OX=1053134 GN=FZEAL_1114 PE=3 SV=1	Fusarium zealandicum	403	1522	76.1	86.4	0.0
474	TR	A0A9P3FL86	S-adenosylmethionine synthase OS=Cercospora kikuchii OX=84275 GN=CKM354_001197200 PE=3 SV=1	Cercospora kikuchii	393	1522	74.7	86.6	0.0
475	TR	A0A9P7G4U4	S-adenosylmethionine synthase OS=Asterophora parasitica OX=117018 GN=ETH1 PE=3 SV=1	Asterophora parasitica	393	1522	75.7	87.6	0.0
476	TR	A0A9P6C3M6	S-adenosylmethionine synthase OS=Macrolepiota fuliginosa MF-IS2 OX=1400762 GN=P691DRAFT_801694 PE=3 SV=1	Macrolepiota fuliginosa MF-IS2	393	1522	76.0	86.5	0.0
477	TR	A0AAD5VN57	S-adenosylmethionine synthase OS=Leucocoprinus birnbaumii OX=56174 GN=NP233_g8048 PE=3 SV=1	Leucocoprinus birnbaumii	393	1522	75.7	87.3	0.0
478	TR	A0A9P6VLI6	S-adenosylmethionine synthase OS=Hyphodiscus hymeniophilus OX=353542 GN=D0Z07_3862 PE=3 SV=1	Hyphodiscus hymeniophilus	397	1522	76.1	86.6	0.0
479	TR	S3CPG6	S-adenosylmethionine synthase OS=Ophiostoma piceae (strain UAMH 11346) OX=1262450 GN=F503_06788 PE=3 SV=1	Ophiostoma piceae (strain UAMH 11346)	392	1522	76.4	86.4	0.0
480	TR	A0AAD9HDX7	S-adenosylmethionine synthase OS=Colletotrichum zoysiae OX=1216348 GN=LX32DRAFT_695082 PE=3 SV=1	Colletotrichum zoysiae	400	1522	75.9	86.1	0.0
481	TR	A0A8H6AML5	S-adenosylmethionine synthase OS=Botrytis fragariae OX=1964551 GN=Bfra_010334 PE=3 SV=1	Botrytis fragariae	395	1522	76.3	86.1	0.0
482	TR	A0A9W9C604	S-adenosylmethionine synthase OS=Didymosphaeria variabile OX=1932322 GN=SAM2 PE=3 SV=1	Didymosphaeria variabile	396	1522	76.3	86.0	0.0
483	TR	A0AAD6GI77	S-adenosylmethionine synthase OS=Penicillium glabrum OX=69773 GN=N7494_004201 PE=3 SV=1	Penicillium glabrum	388	1522	75.8	86.3	0.0
484	TR	A0A6A6AUG0	S-adenosylmethionine synthase OS=Dothidotthia symphoricarpi CBS 119687 OX=1392245 GN=P153DRAFT_362567 PE=3 SV=1	Dothidotthia symphoricarpi CBS 119687	388	1522	76.5	86.5	0.0
485	TR	A0A2C5YY65	S-adenosylmethionine synthase OS=Ophiocordyceps australis OX=1399860 GN=CDD82_6042 PE=3 SV=1	Ophiocordyceps australis	401	1521	76.6	86.1	0.0
486	TR	A0A8A3NYA5	S-adenosylmethionine synthase OS=Monilinia vaccinii-corymbosi OX=61207 GN=DSL72_003590 PE=3 SV=1	Monilinia vaccinii-corymbosi	392	1521	76.1	85.8	0.0
487	TR	A0A1B9GUT1	S-adenosylmethionine synthase OS=Kwoniella heveanensis BCC8398 OX=1296120 GN=I316_03344 PE=3 SV=1	Kwoniella heveanensis BCC8398	396	1521	76.6	86.6	0.0
